Date/Time,Latitude,Longitude,PPPP [hPa],TTT grad [K],RH [%],Height [m],Pitch [deg],Roll [deg],Yaw [deg],SWD [W/m**2] (raw),SWU [W/m**2] (raw),LWD [W/m**2] (raw),LWU [W/m**2] (raw),SWD [W/m**2] (corrected),SWU [W/m**2] (corrected),LWD [W/m**2] (corrected),LWU [W/m**2] (corrected),Flag
2018-08-23 12:18:00,89.53441,5.92159,925.985,272.77,89.6,629.2,3.75,5.25,-76.05,151.37,99.17,302.88,310.71,151.36,98.89,302.6,310.58,0.0
2018-08-23 12:18:00,89.53441,5.92156,925.995,272.78,89.6,629.1,3.75,5.18,-76.17,150.78,98.96,303.06,310.6,151.39,98.91,302.62,310.58,0.0
2018-08-23 12:18:00,89.53441,5.92152,926.01,272.78,89.6,629.0,3.68,5.2,-76.31,150.85,99.03,302.88,310.42,151.37,98.93,302.77,310.53,0.0
2018-08-23 12:18:00,89.53441,5.92149,926.026,272.78,89.6,628.8,3.66,5.29,-76.51,150.06,99.03,302.88,310.41,151.31,98.97,302.92,310.53,0.0
2018-08-23 12:18:00,89.53441,5.92146,926.031,272.78,89.6,628.8,3.65,5.35,-76.76,150.65,99.24,303.15,310.31,151.24,99.03,303.01,310.58,0.0
2018-08-23 12:18:00,89.53441,5.92144,925.987,272.78,89.6,629.1,3.67,5.29,-77.04,150.85,99.17,303.05,310.7,151.17,99.09,303.03,310.64,0.0
2018-08-23 12:18:00,89.53441,5.92142,926.0,272.78,89.6,629.0,3.71,5.38,-77.29,151.83,99.03,302.98,310.59,151.13,99.17,303.04,310.69,0.0
2018-08-23 12:18:00,89.53441,5.9214,926.003,272.78,89.6,629.0,4.01,5.48,-77.63,150.65,99.1,303.2,310.05,151.13,99.26,303.05,310.75,0.0
2018-08-23 12:18:00,89.53441,5.92138,926.014,272.78,89.6,628.9,4.08,5.42,-77.93,150.33,98.9,302.97,310.27,151.17,99.35,303.06,310.81,0.0
2018-08-23 12:18:00,89.53441,5.92136,926.023,272.78,89.6,628.8,4.09,5.27,-78.27,150.72,99.17,302.87,310.52,151.26,99.43,303.07,310.85,0.0
2018-08-23 12:18:00,89.53441,5.92134,926.017,272.78,89.6,628.9,4.15,5.21,-78.62,150.78,99.03,302.97,310.71,151.4,99.49,303.1,310.9,0.0
2018-08-23 12:18:00,89.53441,5.92131,925.999,272.79,89.6,629.0,4.21,5.4,-78.84,150.98,99.1,303.06,310.71,151.55,99.53,303.16,310.97,0.0
2018-08-23 12:18:00,89.53441,5.92129,925.983,272.79,89.6,629.2,4.07,5.24,-78.72,151.44,99.24,302.97,310.8,151.71,99.55,303.19,310.96,0.0
2018-08-23 12:18:00,89.53441,5.92127,925.989,272.79,89.6,629.1,4.09,5.26,-78.91,150.59,99.17,303.15,310.52,151.85,99.55,303.2,311.0,0.0
2018-08-23 12:18:00,89.53441,5.92125,925.994,272.79,89.6,629.1,4.21,5.27,-79.29,150.98,99.17,302.95,310.8,151.95,99.52,303.21,310.98,0.0
2018-08-23 12:18:00,89.53441,5.92123,925.997,272.79,89.6,629.1,4.25,5.17,-79.59,150.59,99.17,303.18,310.54,152.0,99.47,303.21,310.92,0.0
2018-08-23 12:18:00,89.53441,5.92123,926.013,272.79,89.6,628.9,4.06,5.02,-79.72,151.05,99.17,303.18,311.24,151.97,99.42,303.19,310.85,0.0
2018-08-23 12:18:00,89.53441,5.92124,926.04,272.8,89.6,628.7,3.96,5.17,-80.31,151.11,99.24,302.87,310.62,151.88,99.35,303.15,310.76,0.0
2018-08-23 12:18:00,89.53441,5.92124,926.02,272.8,89.6,628.9,4.08,5.38,-80.5,150.92,99.17,302.78,310.71,151.72,99.29,303.08,310.66,0.0
2018-08-23 12:18:00,89.53441,5.92125,926.016,272.8,89.6,628.9,4.07,5.57,-80.71,150.52,99.1,303.06,310.7,151.5,99.22,302.99,310.57,0.0
2018-08-23 12:18:00,89.53441,5.92125,926.027,272.79,89.6,628.8,4.24,6.0,-81.09,151.96,99.24,303.05,310.64,151.25,99.15,302.9,310.51,0.0
2018-08-23 12:18:00,89.53441,5.92126,926.038,272.79,89.6,628.7,4.71,6.49,-81.52,150.78,99.17,303.05,311.05,150.98,99.09,302.81,310.44,0.0
2018-08-23 12:18:00,89.53441,5.92126,926.04,272.79,89.6,628.7,5.15,6.28,-81.72,151.5,99.17,303.16,310.6,150.71,99.02,302.72,310.39,0.0
